id;nome;rua;bairro ;cidade;cep;estado
05034;COMPER ITJ LJ11;AVENIDA SETE DE SETEMBRO , 300;CENTRO;ITAJAI;88301200;SC
05875;FORT JARAGUA LJ 85;RUA MAX WILHELM, 594;BAEPENDI;JARAGUA DO SUL;89256000;SC
10980;FORT BC LJ 115;AV MARGINAL LESTE, S/N;CENTRO;BALNEARIO CAMBORIU;88330116;SC
11078;FORT PALHOCA LJ 130;ROD BR 101, SN;PASSA VINTE;PALHOCA;88132010;SC
11867;FORT BRUSQUE LJ 135;AV BEPE, 3700;CENTRO;BRUSQUE;88353130;SC
12370;FORT KOBRASOL LJ160;RUA CASSOL, 1199;KOBRASOL;SAO JOSE;88102340;SC
13073;FORT ICARA LJ 185;ROD SC 443, SN;PRESIDENTE VARGAS;ICARA;88820000;SC
13074;FORT PORTOBELO LJ190;AV GOVERNADOR CELSO RAMOS, SN;ALTO PEREQUE;PORTO BELO;88210000;SC
13309;FORT ATAC CHAPECO;AV SAO PEDRO E, 1968;SAO CRISTOVAO;CHAPECO;89803402;SC
13311;FORT CAMPECHE L145;ROD FRANCISCO MAGNO VIEIRA, SN;CAMPECHE;FLORIANOPOLIS;88065000;SC
13663;FORT ITAJAI CORDEIR;RUA DOUTOR REINALDO SCHMITHAUSEN, 1249;CORDEIROS;ITAJAI;88310004;SC
14018;FORT TUBARAO;R DEPUTADO OLICES PEDRA DE CALDAS, SN;DEHON;TUBARAO;88704296;SC
14043;FORT INGLESES L 210;ROD. ARMANDO CALIL BULOS, 170;VARGEM GRANDE;FLORIANOPOLIS;88058000;SC
14221;FORT BARRA VELHA;RODOVIA BR 101 KM 86, S/N;SAO CRISTOVAO;BARRA VELHA;88390000;SC
14230;FORT AVENTUREIRO 165;RUA TUIUTI, 4157;AVENTUREIRO;JOINVILLE;89226001;SC
14333;FORT CRICIUMA;AVENIDA: CENTENARIO, 1151;PINHEIRINHO;CRICIUMA;88805000;SC
14613;FORT BIGUACU LJ 290;7 SETEMBRO , S/N;CENTRO;BIGUACU;88160164;SC
14814;FORT FLORIPA LJ 810;RUA JOSE CARLOS DAUX, SC 401, 9580, 9580;SANTO ANTONIO DE LISBOA;FLORIANOPOLIS;88050001;SC
14815;FORT PALHOCA LJ 462;RUA AMARO FERREIRA DE MACEDO, 160;CENTRO;PALHOCA;88130280;SC
14816;FORT JD LJ 379;RUA ELESBAO PINTO DA LUZ, 1183;JARDIM ATLANTICO;FLORIANOPOLIS;88095500;SC
14817;FORT BARR SJ LJ 365;ROD BR 101 , KM 202, 385;BARREIROS;SAO JOSE;88111901;SC
14818;FORT LAGES;AVENIDA: PAPA JOCO XXIII, 120;BEATRIZ;LAGES;88505001;SC
14819;FORT BARREIRO LJ306;RUA SEBASTIAO FURTADO PEREIRA, 9;BARREIROS;SAO JOSE;88117400;SC
15095;FORT S BENTO 385;RUA: JORGE ZIPPERER, 0;CENTRO;SAO BENTO DO SUL;89280490;SC
15109;FORT INDAIAL 270;RUA: AUGUSTO HASSE, 1699;BENEDITO;INDAIAL;89084508;SC
15110;FORT BC 295;AVENIDA MARGINAL LESTE AREA A, 0;CENTRO;BALNEARIO CAMBORIU;88330116;SC
15116;FORT BUCAREIN 305;RUA CORONEL FRANCISCO GOMES, 788;BUCAREIN;JOINVILLE;89202250;SC
15117;FORT BLUMENA LJ 480;VIA EXPRESSA PAUL FRITZ KUEHNRICH, 1400;ITOUPAVA NORTE;BLUMENAU;89052381;SC
15119;FORT C.SILVA 405;AVENIDA ALMIRANTE JACEGUAY, 2951;COSTA E SILVA;JOINVILLE;89220055;SC
15482;FORT ITOUP LJ195;DOUTOR PEDRO ZIMMERMANN, 1511;ITOUPAVAZINHA;BLUMENAU;89066003;SC
15579;FORT NAVEGANTES LJ37;RUA: VEREADOR NEREU LIBERATO NUNES, 571;SAO DOMINGOS;NAVEGANTES;88370232;SC
15618;FORT ITJ CENTR L325;RUA: INDAIAL, 1730;SAO JOAO;ITAJAI;88304300;SC
15619;FORT ITJ CENTR L310;RUA: CORONEL MARCOS KONDER, 228;CENTRO;ITAJAI;88301330;SC
17081;FORT ARARANGUA;RUA PORFIRIO LOPES DE AGUIAR, 635;ALTO FELIZ;ARARANGUA;88905018;SC
17178;FORT ATAC CANOAS;AV FARROUPILHA, 4803;MARECHAL RONDON;CANOAS;92020475;RS
17325;FORT ATACADISTA  VIA;ROD TAPIR ROCHA, 7131;KRAHE;VIAMAO;94435000;RS
17325;FORT ATACADISTA RS V;ROD TAPIR ROCHA, 7131;KRAHE;VIAMAO;94435000;RS
17802;FORT ATAC CAXIAS;RUA 13 DE MAIO 1445;EXPOSICAO;CAXIAS DO SUL;95084460;RS
17802;FORT ATACADISTA;RUA 13 DE MAIO, 1445;EXPOSICAO;CAXIAS DO SUL;95084460;RS
18043;FORT STA CATARINA;RUA SANTA CATARINA, 3086;STA CATARINA;JOINVILLE;89211300;SC
18044;FORT VILA NOVA;RUA QUINZE DE NOVEMBRO, 5008;VILA NOVA;JOINVILLE;89237000;SC
18045;FORT RIO DO SUL;RODOVIA BR 470 - AREA 01, 6380;CANTA GALO;RIO DO SUL;89163244;SC
18174;FORT ATAC RS LJ 885;AV PAUL HARRIS, 291;CENTRO;SANTA CRUZ DO SUL;96810408;RS
18188;FORT LAGES 960;RUA GETULIO VARGAS, 232;CONTA DINHEIRO;LAGES;88508620;SC
18189;FORT ITAJAI 825;AVENIDA GOVERNADOR ADOLFO KONDER, 700;SAO VICENTE;ITAJAI;88308000;SC
18247;FORT RIO TAVARES;RODOVIA DOUTOR ANTONIO LUIZ MOURA GONZAG;RIO TAVARES;FLORIANOPOLIS;88048300;SC
18297;FORT NOVO HAMBURGO;VINTE E QUATRO DE MAIO, 368;OPERARIO;NOVO HAMBURGO;93315138;RS
18304;FORT PENHA;RUA ABILIO SOUZA, 750;PRAIA DE ARMACAO DO ITAPOCOROY;PENHA;88385000;SC
18538;FORT RS GRAVATAI;AV DORIVAL CANDIDO LUZ DE OLIVEIRA, 6845;BOM PRINCIPIO;GRAVATAI;94070001;RS
00410;BRASIL ATAC BARREIRO;RUA ARNOLDO PEDRO MEIRA, 547;IPIRANGA;SAO JOSE;88111130;SC
00420;BRASIL ATACADISTA;RUA ARISTILIANO RAMOS,1377;CENTRO;RIO DO SUL;89160113;SC
12944;BRASIL ATACADIST BI;RUA JOAO COAN, 390;UNIVERSITARIO;BIGUACU;88161064;SC
13366;BRASIL ATAC INGLESE;ROD ARMANDO CALIL BULOS, 5890;INGLESES DO RIO VERMELHO;FLORIANOPOLIS;88058001;SC
14017;BRASIL AT RIO DO SU;EST BOA ESPERANCA, 240;PROGRESSO;RIO DO SUL;89163610;SC
14657;BRASIL ATAC RIO TAVA;RODOVIA: FRANCISCO MAGNO VIEIRA, 373;COSTEIRA DO PIRAJUBAE;FLORIANOPOLIS;88048000;SC
14869;BRASIL ATACAD SJ;RODOVIA SC -281, 2665;PICADAS DO SUL;SAO JOSE;88106115;SC
15004;BRASIL ATA. PALHOCA;RODOVIA: BR-101 KM 215,7, 0;ARIRIU;PALHOCA;88135016;SC
15360;BRASIL AT PRAIA BRV;AV OSVALDO REIS, 2751;PRAIA BRAVA;ITAJAI;88306601;SC
16018;BRASIL ATAC LAGES;AVENIDA: DAS TORRES, 160;GUARUJA;LAGES;88521098;SC
16644;BRASIL ATAC LOJA 35;RUA ALBANO SCHMIDT, 1200;BOA VISTA;JOINVILLE;89205098;SC
17153;BRASIL ATAC BLUMENAU;R DR PEDRO ZIMMERMANN, 2430;ITOUPAVAZINHA;BLUMENAU;89066000;SC
07711;KOMPRAO S JOAO LJ10;RUA GETULIO VARGAS, 817;CENTRO;SAO JOAO BATISTA;88240000;SC
11021;KOMPRAO NAV 11;RUA VEREADOR NEREU LIBERATO NUNES, 191;CENTRO;NAVEGANTES;88370262;SC
12146;KOMPRAO BC LJ 12;RUA MONTE AGULHAS NEGRAS, SN;CENTRO;CAMBORIU;88348408;SC
12765;KOMPRAO P. BELO LJ15;AV GOVERNADOR CELSO RAMOS,100;VILA NOVA;PORTO BELO;88210000;SC
13249;KOMPRAO NAV. LJ 17;ROD 470, 5080;NOSSA SENHORA DAS GRACAS;NAVEGANTES;88371240;SC
13537;KOCH KOMP ITAPEMA 18;RUA 418 A, 792;MORRETES;ITAPEMA;88220000;SC
14191;KOMPRAO BC LJ 21;RUA PERNANBUCO, 251;AREIAS;CAMBORIU;88345146;SC
14244;KOMPRAO BARRA V LJ22;BENTO JOSE LUIZ, 227;SAO CRISTOVAO;BARRA VELHA;88390000;SC
14647;KOMPRAO TIJUCAS 24;AVENIDA: CARLOS HUMBERTO TERNES, 872;JOAIA;TIJUCAS;88200000;SC
14666;KOMPRAO ITAJUBA 25;AVENIDA: ITAJUBA, 3906;ITAJUBA;BARRA VELHA;88390000;SC
14751;KOMPRAO GUARAMIR 26;RUA: VEREADOR JOAO PEREIRA LIMA, 697;CENTRO;GUARAMIRIM;89270000;SC
14824;KOMPRAO PICARRAS 27;RODOVIA: PAULO STUART WRIGHT, 628;NOSSA SENHORA DA PAZ;PICARRAS;88380000;SC
14840;KOMPRAO SFS LJ 28;RODOVIA: OLIVIO NOBREGA, 4195;ACARAI;SAO FRANCISCO DO SUL;89240000;SC
14945;KOMPRAO S JOSE;CRISTO REI, 2360;REAL PARQUE;SAO JOSE;88113420;SC
15271;KOMPRAO BRUSQE LJ30;VICTOR MEIRELLES, 286;SANTA RITA;BRUSQUE;88352155;SC
15465;KOMPRAO BLU LJ 32;DOUTOR PEDRO ZIMMERMANN, 6062;ITOUPAVA CENTRAL;BLUMENAU;89068002;SC
15528;KOMPRAO TIMBO;RUA MARECHAL DEODORO DA FONSECA, 800;NACOES;TIMBO;89120000;SC
15630;KOMPRAO GASPAR;AVENIDA: DEPUTADO FRANCISCO MASTELLA, 62;SANTA TEREZINHA;GASPAR;89114073;SC
15802;KOMPRAO POMERODE;RUA PRESIDENTE COSTA E SILVA, 740;TESTO REGA;POMERODE;89107000;SC
15882;KOMPRAO PEREQUE 37;AVENIDA: GOVERNADOR CELSO RAMOS, 889;PEREQUE;PORTO BELO;88210000;SC
15904;KOMPRAO BRUSQUE;RUA GENERAL OSORIO, 650;GUARANI  URBANO;BRUSQUE;88350480;SC
15932;KOMPRAO BC LJ 38;RUA JOSE ALVES CABRAL, 405;NOVA ESPERANCA;BALNEARIO CAMBORIU;88336030;SC
15948;KOMPRAO JARAGUA LJ39;RUA: WALTER MARQUARDT, 1400;BARRA DO RIO MOLHA;JARAGUA DO SUL;89259565;SC
16073;KOMPRAO BLUMENAU;RUA: JOHANN OHF, 501;AGUA VERDE;BLUMENAU;89042299;SC
16219;KOMPRAO JARAGUA LJ42;ROD BR 280 FEDERAL SENADOR LUIZ HEN, 665;VILA LENZI;JARAGUA DO SUL;89251970;SC
16231;KOMPRAO PICARRAS 43;RUA: 3020 - VEREADOR ANTONIO PEREIRA, 40;SANTO ANTONIO;PICARRAS;88380000;SC
16465;KOMPRAO INDAIAL LJ48;AVENIDA MINAS GERAIS, 700;ESTADOS;INDAIAL;89087000;SC
16467;KOMPRAO ITAJAI  LJ46;AV VEREADOR ABRAHAO JOAO FRANCISCO, 2805;CENTRO;ITAJAI;88302100;SC
16468;KOMPRAO JLLE LJ45;AVENIDA SANTOS DUMONT, 1170;BOM RETIRO;JOINVILLE;89223002;SC
16524;KOMPRAO LJ 48 PENHA;RUA: SAO MIGUEL, 4085;GRAVATA;PENHA;88385000;SC
16543;KOMPRAO ARAQ. LJ 50;RUA: CELESTINO ESTACIO DA MAIA, 114;VOLTA REDONDA;ARAQUARI;89245000;SC
16544;KOMPRAO JOINV LJ51;RUA: ALBANO SCHMIDT, 10;BOA VISTA;JOINVILLE;89205098;SC
16789;KOMPRAO TIJUCAS LJ53;AVENIDA WILSON LEMOS, 980;CENTRO;TIJUCAS;88200000;SC
16803;KOMPRAO FLO LJ 54;ROD. JOAO GUALBERTO SOARES, 3381;SAO JOAO DO RIO VERMELHO;FLORIANOPOLIS;88060000;SC
17103;KOMPRAO GAROPABA;RUA ISMAEL LOBO, 0;AMBROSIO;GAROPABA;88495000;SC
17104;KOMPRAO JLLE JARIVAT;RUA MONSENHOR GERCINO, 6174;JARIVATUBA;JOINVILLE;89230290;SC
17105;KOMPRAO GOVERNADOR;RODOVIA MUNICIPAL FRANCISCO WOLLINGER, 2;AREIAS DO MEIO;GOVERNADOR CELSO RAMOS;88190000;SC
17106;KOMPRAO LJ55 CAMBORI;RUA CAPITAO ERNESTO NUNES, 991;CEDRO;CAMBORIU;88341574;SC
17316;KOMPRAO IMBITUBA;ROD SC 434, 0;CAMPO DUNA;IMBITUBA;88780000;SC
17333;KOMPRAO LJ 60 IMBITU;RUA CONEGO ITAMAR LUIZ DA COSTA, 0;NOVA BRASILIA;IMBITUBA;88780000;SC
17521;KOMPRAO LAGUNA;AVENIDA CALISTRATO MULHER SALLES, 293;PROGRESSO;LAGUNA;88790000;SC
17522;KOMPRAO IMBITUBA;21 DE JUNHO, 1;RIBANCEIRAS;IMBITUBA;88780000;SC
17676;KOMPRAO JARAGUA;RUA JOSE THEODORO RIBEIRO, 1865;ILHA DA FIGUEIRA;JARAGUA DO SUL;89258468;SC
07488;MUFFATO MAX PARANAGU;AV CORONEL JOSE LOBO, 939;OCEANIA;PARANAGUA;83203340;PR
07613;MUFFATO MAX PINHEIRI;RUA LOTHARIO BOUTIN, 554 TERREO;PINHEIRINHO;CURITIBA;81110522;PR
12501;MUFFATO MAX B. ALTO;AV CAVIUNA, 472;BAIRRO ALTO;CURITIBA;82840123;PR
12745;MUFFATO MAX CIC;AV JUSCELINO KUBITSCHEK DE OLIVEIRA 2651;CIDADE INDUSTRIAL;CURITIBA;81270200;PR
13042;MUFFATO MAX SAO JOSE;AV RUI BARBOSA, 6131;Afonso Pena;SAO JOSE DOS PINHAIS;83065260;PR
14596;MUFFATO MAX ARAUCARI;R. DOUTOR VITAL BRASIL, 170;ESTACAO;ARAUCARIA;83705174;PR
14598;MUFFATO MAX PINHAS;AV. AYRTON SENNA DA SILVA,480;CENTRO;PINHAIS;83323290;PR
14599;MUFFATO MAX FAZENDA;AV NOSSA SENHORA APARECIDA, 228;SANTA TEREZINHA;FAZENDA RIO GRANDE;83829018;PR
14782;MUFFATO MAX P. GROSS;AV SOUZA NAVES, 2420;CHAPADA;PONTA GROSSA;84062000;PR
16159;MAX MUFFATO COLOMBO;AV SAO GABRIEL, 647;CAMPO PEQUENO;COLOMBO;83404642;PR
16617;MAX MUFFATO JD CARVA;AV MONTEIRO LOBATO, 2493;JARDIM CARVALHO;PONTA GROSSA;84015480;PR
16876;MAX MUFFATO - HAUER;AV MARECHAL FLORIANO PEIXOTO, 5350;HAUER;CURITIBA;81630000;PR
17224;MUFFATO MAX TOLEDO;AV MINISTRO CIRNE LIMA, 4022;TOCANTINS;TOLEDO;85904460;PR
17302;MUFFATO MAX CAMPO LA;AV PADRE NATAL PIGATTO, 362;VILA BANCARIA;CAMPO LARGO;83601630;PR
17367;MAX MUFFATO FOZ;AV JUSCELINO KUBITSCHEK, 2404;MONJOLO;FOZ DO IGUACU;85864498;PR
17457;MUFFATO MAX FRANCISC;RUA GUAPORE, 301;PRESIDENTE KENNEDY;FRANCISCO BELTRAO;85605315;PR
17472;MUFFATO MAX CASCAVEL;R ALTEMAR DUTRA, 1327;BRASILIA;CASCAVEL;85815460;PR
17473;MUFFATO MAX TITTO MU;AV TITO MUFFATO, 91;SANTO ONOFRE;CASCAVEL;85806728;PR
17475;MUFFATO MAX SAO CRIS;AV BRASIL, 900;SAO CRISTOVAO;CASCAVEL;85816294;PR
17481;MUFFATO MAX MARECHAL;AV AVENIDA IRIO JACOB WELP, 2297;JARDIM LIDER;TOLEDO;85960000;PR
13935;COMBO ARARANGUA LJ01;AVENIDA PRESIDENTE JOAO GOULART , 50;CIDADE ALTA;ARARANGUA;88901026;SC
14664;COMBO PALHOCA LJ02;AV GENTIL REINALDO CORDIOLI 313;JARDIM ELDORADO;PALHOCA;88133500;SC
15173;COMBO ICARA LJ03;ROD SC 445 KM 63,75, 4609;NSA SRA FATIMA;ICARA;88820000;SC
16359;COMBO SCO JOSE LJ 04;RUA MENINO JULIO CESAR, SN;NOSSA SENHORA DO ROSARIO;SAO JOSE;88110639;SC
16762;COMBO TUBARAO LJ 05;RUA TEREZA MARTINS DE BRITO, 425;REVOREDO;TUBARAO;88704730;SC
17431;COMBO SOMBRIO LJ06;RUA MARGINAL DA BR 101 FRANCISCO POSSAMA;JANUARIA;SOMBRIO;88960000;SC
18130;COMBO CRICIUMA LJ07;RUA ANITA GARIBALDI, 375;CENTRO;CRICIUMA;88801020;SC
03000;MLG CONGELADOS LTDA;R LANDMANN, 259;COSTA E SILVA;JOINVILLE;89217420;SC
12716;NEXT DISTRIBUIDORA;RUA ZILAH WALLBACH PRESTES, 180;BUTIATUVINHA;CURITIBA;82400307;PR
13095;DELIGEL JLLE;ROD RODOLFO JAHN, 326;VILA NOVA;JOINVILLE;89237680;SC
13098;DELIGEL BIGUACU;RUA EDGAR HOFFMANN, 349;BEIRA RIO;BIGUACU;88164275;SC
13099;DELIGEL PR;R LEOPOLDO GAWLAK, 277;CAPELA VELHA;ARAUCARIA;83705344;PR
16076;SOLUTION CAFE;R SILVINO BLENDER, 527;ALTO ALEGRE;CASCAVEL;85805150;PR
16944;CERTO FOODS;R OLIMPIA DE CAMPOS, 88;RIO DO OURO;SAO GONCALO;24756155;RJ
17490;REPRESENTACOES RAVI;RUA PEDRO ALVARES CABRAL, 855;JARDIM ELDORADO;PALHOCA;88133420;SC
00032;SORVETERIA ITAGUACU;AV JAIME ERNESTO DE OLIVEIRA, 2657;ITAGUACU;SAO FRANCISCO DO SUL;89240000;SC
00894;BARCO PRINCIPE;RUA PREF. BALTAZAR BUSCHLE 3870;ESPINHEIROS;JOINVILLE;89228800;SC
01287;CONF HASSELMANN;RUA LUIZ DELFINO, 632;GLORIA;JOINVILLE;89216120;SC
03373;CONTEINER POINT;RUA ALMIRANTE GUILHEN, SN;CENTRO;SAO FRANCISCO DO SUL;89240000;SC
06185;RESTAURANTE KIBS;AV  ROLF WIEST, 333;BOM RETIRO;JOINVILLE;89223005;SC
13250;DON MAXIMILIANO;RUA RALF COLIN, 109;AMERICA;JOINVILLE;89204070;SC
15092;FIORELLO CAFE;RUA EXPEDICIONARIO HOLZ, 167;AMERICA;JOINVILLE;89203085;SC
15303;ROSTIH HAUS;GENERAL VALGAS NEVES, 389;ANITA GARIBALDI;JOINVILLE;89202138;SC
15835;BULL PRIME GARTEN;RUA BOM JESUS;JUVEVE;CURITIBA;80035010;PR
15996;GIUSEPPE PIZZARIA;OTTO BOEHM, 604;AMERICA;JOINVILLE;89201700;SC
16254;MIX DO SABOR;RUA EMANUEL FRANCISCO DARELLA, 823;BARRA DO ARIRIU;PALHOCA;88134511;SC
16354;CLASSICO DONUTS;RUA INACIO BASTOS 173;BUCAREIN;JOINVILLE;89202312;SC
17179;CASA SUICA;DONA FRANCISCA, 8300;DISTRITO INDUSTRIAL;JOINVILLE;89219600;SC
17369;AU AU LANCHES;AV DOUTOR CARLOS DE CARVALHO, 990;CENTRO;CURITIBA;80730201;PR
17370;AU AU BARIGUI;RUA PEDRO VIRIATO PARIGOT DE SOUZA, 600;MOSSUENGUE;CURITIBA;81200100;PR
17371;AU AU CENTRAL;AV DOUTOR CARLOS DE CARVALHO, 1000;CENTRO;CURITIBA;80430180;PR
17372;AU AU CABRAL;AV MUNHOZ DA ROCHA, 770;CABRAL;CURITIBA;80035000;PR
17373;AU AU LANCHES;AL DOUTOR CARLOS DE CARVALHO, 1011;BATEL;CURITIBA;80730200;PR
17377;AU AU MULLER;AV CANDIDO DE ABREU, 127;CENTRO;CURITIBA;80530900;PR
17378;AU AU PALLADIUM;AV PRESIDENTE KENNEDY, 4121;PORTAO;CURITIBA;80610905;PR
17484;AU AU;AV PADRE NATAL PIGATTO, 280;VILA BANCARIA;CAMPO LARGO;83601630;PR
17804;AU AU - ARENAS BATEL;AL DOUTOR CARLOS DE CARVALHO, 990;CENTRO;CURITIBA;80730201;PR
17931;FOOD TRUK REI DO PAS;RODOVIA SC 108, 2886;VILA NOVA;JOINVILLE;89237680;SC
18363;AU AU BATEL;ALD DOUTOR CARLOS DE CARVALHO, 1011;BATEL;CURITIBA;80730200;PR
00033;ANGELONI ITAJAI 19;RUA BRUSQUE, 358;CENTRO;ITAJAI;88303000;SC
00072;ANGELONI BALN LOJA 8;AV QUARTA AVENIDA, 880;CENTRO;BALNEARIO CAMBORIU;88330110;SC
00074;ANGELONI JARAGUA 10;RUA BARAO DO RIO BRANCO, 732;CENTRO;JARAGUA DO SUL;89251400;SC
00075;ANGELONI BLUMENA 15;RUA HUMBERTO DE CAMPOS, 77;VELHA;BLUMENAU;89036050;SC
00076;SUPER A ANGELONI BLU;RUA 7 DE SETEMBRO, 100;GARCIA;BLUMENAU;89010200;SC
00098;SUPER A ANGELONI BC;AV. DOS ESTADOS,  2440;DAS NACOES;BALNEARIO CAMBORIU;88330000;SC
00106;ANGELONI CENTRO 11;RUA ESTEVES JUNIOR, 307;CENTRO;FLORIANOPOLIS;88015130;SC
00107;ANGELONI CAPOEIRA13;AV. IVO SILVEIRA, 2445;CAPOEIRAS;FLORIANOPOLIS;88085001;SC
00108;ANGELONI BEIRAMA 14;AV. IRINEU BORNHAUSEN, 4800;AGRONOMICA;FLORIANOPOLIS;88025201;SC
00109;ANGELONI STA MON 18*;AV. NIRBERTO HAASE, 75;SANTA MONICA;FLORIANOPOLIS;88035215;SC
00112;ANGELONI LAGES 12;FREI ROGERIO, 587;CENTRO;LAGES;88502161;SC
00600;ANGELONI CRICIUMA 02;RUA FELIPE SCHMIDT,  26;CENTRO;CRICIUMA;88801240;SC
00601;ANGELONI CRICIUM 07;AV DO CENTENARIO, 2699;CENTRO;CRICIUMA;88801000;SC
00602;ANGELONI LAGUNA 04;RUA TREZE DE MAIO, 12;CENTRO;LAGUNA;88790000;SC
00604;ANGELONI TUBARAO 06;AV EXP JOSE PEDRO COELHO, 1120;CENTRO;TUBARAO;88704306;SC
00605;ANGELONI RINCAO LJ 3;AVENIDA FLORIANOPOLIS, 235;BALNEARIO RINCAO;ICARA;88828000;SC
01047;ANGELONI JLLE 21;RUA DR JOAO COLIN, 2500;AMERICA;JOINVILLE;89204002;SC
01309;ANGELONI JARAGUA 22;RUA CORONEL BERNARDO GRUBBA, 247;CENTRO;JARAGUA DO SUL;89251090;SC
02146;ANGELONI A. VERDE 20;AV. REPUBLICA ARGENTINA, 900;AGUA VERDE;CURITIBA;80620010;PR
03843;SUPER A ANG JD ATLAN;AV MARINHEIRO MAX SCHAMANN, 3.450;JARDIM ATLANTICO;FLORIANOPOLIS;88095000;SC
04143;ANGELONI MINISTRO 23;RUA MINISTRO CALOGERAS, 1639;ANITA GARIBALDI;JOINVILLE;89202005;SC
04376;ANGELONI INGLESES 5;RODOVIA ARMANDO CALIL BULOS, 6375;INGLESES;FLORIANOPOLIS;88058001;SC
04538;ANGELONI BIGORRILHO;ALAMEDA DR CARLOS DE CARVALHO, 2050;BATEL;CURITIBA;80730201;PR
06635;ANGELONI ARARANGUA30;AVENIDA GETULIO VARGAS, 1259;URUSSANGUINHA;ARARANGUA;88900000;SC
07329;ANGELONI MARINGA;AV ADVOG HORACIO RACCANELLO FILHO, 5120;ARMAZEM;MARINGA;87020035;PR
12309;ANGELONI BRUSQUE 33;RUA MARTIN LUTHER, 135;CENTRO;BRUSQUE;88350045;SC
13860;ANGELONI SJP 29;RUA QUINZE DE NOVEMBRO, 2900;CENTRO;SAO JOSE DOS PINHAIS;83005000;PR
14329;ANGELONI SFC LJ 34;AV DOUTOR NEREU RAMOS , 439;ROCIO GRANDE;SAO FRANCISCO DO SUL;89240000;SC
14634;ANGELONI CHAMPAGNAT;R. PADRE AGOSTINHO, 2885;BIGORRILHO;CURITIBA;80710000;PR
15522;ANGELONI PORTO BELO;BR 101 KM154, 0;ALTO PEREQUE;PORTO BELO;88210000;SC
15584;ANGELONI MONTE VERD;RODOVIA: JOSE CARLOS DAUX (SC 401), 2684;MONTE VERDE;FLORIANOPOLIS;88030000;SC
15646;ANGELONI CENTRAL;AV. CENTENARIO, 7521;NOSSA SENHORA DA SALETE;CRICIUMA;88815900;SC
15782;ANGELONI BOCAIUVA;R. BOCAIUVA, 1600;CENTRO;FLORIANOPOLIS;88015530;SC
15899;ANGELONI LONDRINA;R JOAO HUSS, 74;GLEBA FAZENDA PALHANO;LONDRINA;86050490;PR
18158;ANGELONI JLLE CENTRO;RUA NOVE DE MARCO - LOJA 01, 774;CENTRO;JOINVILLE;00000000;SC
18301;SUPERMERCADOS ANGELO;RUA PROF SIMAO JOSE HESS, 190;TRINDADE;FLORIANOPOLIS;88036580;SC
00333;CONDOR LJ30 F R.GRD;RUA CARLOS EDUARDO NICHELE , 1676;SANTA TEREZINHA;FAZENDA RIO GRANDE;83833022;PR
01146;CONDOR LJ13 SITIO C.;RUA IZAAC FERREIRA DA CRUZ, 3868;SITIO CERCADO;CURITIBA;81910000;PR
02056;CONDOR LJ23ARAUCARIA;RUA HEITOR ALVES GUIMARAES, 800;ARAUCARIA;ARAUCARIA;83702130;PR
02088;CONDOR LJ24 STA CAND;AV MARECHAL MASCARENHAS DE MORAES, 312;SANTA CANDIDA;CURITIBA;82620300;PR
02089;CONDOR LJ22 CHAMPAG.;RUA MARTIN AFONSO, 2800;BIGORRILHO;CURITIBA;80730030;PR
02092;CONDOR LJ21 NILO PEC;RUA: NILO PECANHA,1000;SAO FRANCISCO;CURITIBA;80520000;PR
02094;CONDOR LJ03 STA F.;AV MANOEL RIBAS, 8205;SANTA FELICIDADE;CURITIBA;82400000;PR
02095;CONDOR LJ04 LAPA;RUA CAETANO MUNHOZ DA ROCHA, 1544;CENTRO;LAPA;83750000;PR
02097;CONDOR LJ07 MARECHAL;AV. MARECHAL FLORIANO PEIXOTO, 7486;VILA HAIER;CURITIBA;81670000;PR
02098;CONDOR LJ06 PINHEIR.;AV WINSTON CHURCHILL, 2222;BOQUEIRAO;CURITIBA;81150050;PR
02099;CONDOR LJ08 COSTEIRA;RUA: JOAO EUGENIO,605;COSTEIRA;PARANAGUA;83203400;PR
02100;CONDOR LJ09 LONDRINA;RUA: RIO GRANDE DO SUL,50;MATARAZZO;LONDRINA;86026080;PR
02102;CONDOR LJ11 SAO BRAZ;AV. VEREADOR TOALDO TULIO, 3650;SAO BRAZ;CURITIBA;82320010;PR
02105;CONDOR LJ14 SJP;RUA: JOAQUIN NABUCO, 1939;CIDADE JARDIM;SAO JOSE DOS PINHAIS;83040210;PR
02106;CONDOR APUCARA. LJ15;RUA MINAS GERAIS, 881;JARDIM APUCARANA;APUCARANA;86804000;PR
02107;CONDOR LJ17 AHU;AV. ANITA GARIBALDI, 1729;AHU;CURITIBA;82200530;PR
02108;CONDOR LJ18 CENT. PG;RUA DR VICENTE MACHADO, 98;CENTRO;PONTA GROSSA;84010000;PR
02109;CONDOR LJ19 N. RUSSI;AV. JOAO MANOEL SANTOS RIBAS, 555;NOVA RUSSIA;PONTA GROSSA;84051410;PR
02110;CONDOR LJ20 MARINGA;AV PARANA, 1600;ZONA 07;MARINGA;87020085;PR
02111;CONDOR LJ01 UMBARA;NICOLA PELANDA 250;PINHEIRINHO;CURITIBA;81930360;PR
02214;CONDOR LJ 25 RAIA;RUA MANOEL PEREIRA, 1615;RAIA;PARANAGUA;83206200;PR
02332;CONDOR LJ28 CRISTO R;RUA FIORAVANTE DALLA STELLA, 66;CRISTO REI;CURITIBA;80050150;PR
03836;CONDOR LJ31 CAMPO LR;RUA XAVIER DA SILVA, 657;CENTRO;CAMPO LARGO;83601010;PR
